userName,content
Pengguna Google,akeh iklane
Pengguna Google,lymayan
Pengguna Google,koneksi   ga da koneksi
Pengguna Google,kita ketinggalan berita 
Pengguna Google,iklannya bikin gila 
Pengguna Google,banyak bingit iklanya  ngeselin dach
Pengguna Google,pembaruan kemarin  artikel yg salah pakai typo  mohon penulis teliti lg dlm ulasan  ingat  beda kata  beda makna nya juga  
Pengguna Google,gak banget nih aplikasi     lg asyik baca nongol tuh iklan yg kg guna   parah    langsung gw uninstal aj bete
Pengguna Google,undu nya nunggu nya
Pengguna Google,iklan nya mengganggu menutupi halaman
Pengguna Google,detik nengecewakan  kanal sepak bola komplit  uptodate  seakurat dulu  di info sepakbola top score  klasmen  dll  bhkan jadwal ketinggalan hasil ahir  gk sesuai kadang   kalo maju aplikasi pt  nya mohon perbaiki pengguna mobile phone  kecewa
Pengguna Google,komersil bgt skrng  gk kyk dl 
Pengguna Google,kalo udah mslah berita detik com jagonya
Pengguna Google,mantap berita terupdat
Pengguna Google,berita percaya bawaanya lemot tampilan gak simple  ada mood penyebab lemot gan  
Pengguna Google,iklan travelokanya mngganggu ga bs skip  uninstal ahh
Pengguna Google,bagus utk yg kerja dr berita 
Pengguna Google,completed
Pengguna Google,banyak iklannya gak jelas  muncul disetiap buka berita parag
Pengguna Google,iklannya dimatikan isinya
Pengguna Google,bikin berita yg berimbang min     berat sebelah beritanya   uninstall bye
Pengguna Google,dipaksa lihat iklan     dasar gak beradab  
Pengguna Google,tolong dong     jangan pake video iklan sungguh menganggu    terima kasih       
Pengguna Google,jod
Pengguna Google,entar coba dlu bru ane ksi bintang full kalo bagus
Pengguna Google,iklannya kurangi menunya semoga pilihannya
Pengguna Google,sekarang jd ladang iklan bkn ladang berita    tanpa tombol close     parah    
Pengguna Google,coba    
Pengguna Google,detikcom tolong diperbaiki dong  kalau gini anjlok ratingnya  pihak konsumen nyaman membaca berita yg menarik tp untung iklan yg mengganggu itu  diperbaiki admin 
Pengguna Google,iklannya ya    
Pengguna Google,better news
Pengguna Google,login nya erorr    
Pengguna Google,cipto
Pengguna Google,weleh   makin jelek aj detikcom    gk bs dibuka skrg  hapus ah   
Pengguna Google,langsung uninstal iklannya nutup berita  
Pengguna Google,iklan mengganggu   yang bagus cnn indonesia  
Pengguna Google,sip pokok nya  ngga lain  seruan  
Pengguna Google,sumpah jd gue uninstall nih app iklan nya ganggu ga
Pengguna Google,muak baca berita isinya diteliti tdk berimbang menampilkan kebaikan parpol tertentu  yg diberitakan sedikitpun baiknya 
Pengguna Google,beritanya up to date  good  hilangkan iklan baca berita  mengganggu    
Pengguna Google,update ny hri aja   
Pengguna Google,iklan dimanamana
Pengguna Google,iklannya ngak kira   berjibun  semakin memakan data pembaca 
Pengguna Google,tingkatkan lagi  
Pengguna Google,bintang   aja gak pantas  dah uninstall nih app  berita nya tendensius  bahasa judul kadang mengandung provokasi 
Pengguna Google,kakean iklan trus kon update wae   
Pengguna Google,kakehan iklan      bah wes paketan okeh     
Pengguna Google,always   
Pengguna Google,iklannya dikurangi dong   
Pengguna Google,wah download liat review iklannya  ga deh
Pengguna Google,beritanya tendensiuz
Pengguna Google,iklan nya dikurangi dong   sma   gk log in  udah hapus
Pengguna Google,untuk informasinya oke lah   loading beritanya menyita  lebih cepet langsung searching internet nya ga tau neh dimana  versinya aja  mungkin diperbaiki lagi  seharusnya instalan membantu   
Pengguna Google,banyakin info ttg badmintob
Pengguna Google,beri   bagus ditambah
Pengguna Google,kebanyakan iklan  maksa lg nutupin layar jd pengen hapus detik     
Pengguna Google,god  
Pengguna Google,susah sign in   
Pengguna Google,saya test  
Pengguna Google,ini aplikasi berita iklan ya  
Pengguna Google,jelek  beritanya akurat
Pengguna Google,lucu detik  aneh  gak fair beritanya  nyari berita heboh ulama mesir ngga ada  beritanya kocak banget 
Pengguna Google,lagi serius baca langsung aplikasi sendiri   bagus versi lama    jem mbut
Pengguna Google,beritanya bagus  semoga menambah ilmu pengetahuan kita  amin
Pengguna Google,terlalu bnyak iklan     
Pengguna Google,terlalu iklan yg maksa bacanya    
Pengguna Google,kompas mending
Pengguna Google,iklan dr aplikasi yg mengaganggu bs skip   kalo cari duit jgn dipaksa orang liat iklan   liat detik utk berita skrg malas gara  iklan nya
Pengguna Google,jgn trlalau bnyak iklan   
Pengguna Google,makin up iklan juga  males  iklan melle udah kaya tv aja  hu
Pengguna Google,sy hapus aplikasi krn iklannya sdh keterlaluan  mengganggu  sayang sekali 
Pengguna Google,bingo
Pengguna Google,tolong iklan yg muncul tiba  di hapus  sangat mengganggu
Pengguna Google,popup aj
Pengguna Google,dulu buka detik  udah didelete ni aplikasi hp  makin kesini iklannya menjengkelkan  mending kalo skip 
Pengguna Google,iklan sih ok saja   tp jng gak bs  skip  harus ntn trus iklan nya brs   cm ngabisin quota ga penting     
Pengguna Google,it  very good  
Pengguna Google,iklan mengganggu menutup layar aplikasi nyaman      
Pengguna Google,iklan janga nutupin kolom   klo ga  respon  hapus lgi aj   
Pengguna Google,jangan iklan mengganggu
Pengguna Google,kurang update males nggk sesuai harapan
Pengguna Google,terlalu iklan mengganggu 
Pengguna Google,iklan mengganggu membaca berita
Pengguna Google,mohon hilangkan
Pengguna Google,perbanyak berita sepakbola
Pengguna Google,maaf sy uninstall aja thx
Pengguna Google,typo   iklan   menyedihkan
Pengguna Google,super bad sponsor    
Pengguna Google,pembaca baca berita aman  nyaman isi kontennya akurat  kenapa gak bikin aplikasi khusus aka direktori khusus iklan  tiap aplikasi isinya iklan terus  contoh watshapp nyaman iklan 
Pengguna Google,payah  
Pengguna Google,iklan saja  pop up jendela ga close  terutama video iklan  nonton iklannya sampe habis   beneran sampah nih detikcom 
Pengguna Google,iklan popup nya ganggu banget       
Pengguna Google,tiga
Pengguna Google,iklannya tah 
Pengguna Google,terlalu update bikin malas membaca detikcom iklan  pada membuka detik shortcut muncul iklan video dibuka pembaca membutuhkan situasi hening akibat iklan muncul mengganggu orang sekitarnya  detik berpikir bagaimana kontrak iklan untung berpikir kenyamanan pembaca
Pengguna Google,tlong dprcepat utk loadingnya utk top skor  klasemennya diadakan lgi dberita bola jgn trlalu bnyk iklan popup sy ksih bintang   krna loadingnya lama 
Pengguna Google,banyak komentar berguna
Pengguna Google,scam  malmware  virus iklan app ini  jelek  
Pengguna Google,iklan wajib jgn tutupi bacaannya 
Pengguna Google,iklannya bener bener   asyik baca eh  nongol iklan udah gitu ga skip lagi   lama  bosen jg pake detik 
Pengguna Google,coxok banget
Pengguna Google,iklan muncul ga jelas  
Pengguna Google,detik kebanyakan iklan  iklan pop up iklan raja iklan  sorry detik  iklan serakah  berita sedikit  pemerasan data iklan video  dengan terpaksa apps detikcom non aktifkan copot  sungguh iklannya
Pengguna Google,boleeh iklan tp jgn over lebay gini dong  coba tolong benahi lagi  minggu selesai yaa  hihihii
Pengguna Google,banyak iklan pop up yg menganggu  
Pengguna Google,jadi ribet baca berita nya berimbang dlm memberitakan berita
Pengguna Google,jadwal nya tdk up date   klasemen top score hilang    masi bagus yg lama    puas bacanya 
Pengguna Google,kok  bsa log in  
Pengguna Google,kami butuh wawasan
Pengguna Google,iklannya mengganggu banget  banget
Pengguna Google,hapus tuh iklan  bintang
Pengguna Google,selama berita nya netral  
Pengguna Google,udah gak kayak dl skrg iklannya parah
Pengguna Google,too much ads and banner
Pengguna Google,gk seru iklannta
Pengguna Google,ok beritanya 
Pengguna Google,banyakan iklan mas bro     
Pengguna Google,beritanya lumayan berimbang  update 
Pengguna Google,ra ngerti
Pengguna Google,huhh
Pengguna Google,detik tdak kompas liputan   yg menampilkan iklan menutupi layar pembaca   di detik diwajibkan nonton iklan    sangat menggangu aplikasi rekomendasikan    lebih layak uninstall byk aplikasi yg mementingan drpd mencari keuntungan sebesar nya   
Pengguna Google,parepare
Pengguna Google,sekarang nggak bagus eror trus bnyak iklan bnrin jangn bikin kecewa
Pengguna Google,klo ga  rubah terpaksa uninstall
Pengguna Google,mohon diperbaiki tampilan iklan yg mengganggu
Pengguna Google,akhirnya uninstall aplikasi detik  karena iklan yg mengganggu  beralih aplikasi berita   padahal detik suka sebelumnya 
Pengguna Google,bagus sekali mantab indonesia
Pengguna Google,parah iklannya beraturan   gue hapus aja deh  mending kompas aja bacanya nyaman nda iklan
Pengguna Google,iklannya mengganggu     
Pengguna Google,iklanya dikurangin bos jgn komersil yang sewajarnya kaya
Pengguna Google,cm ga komplit dlm memuat banyakin lg beritanya
Pengguna Google,iklannya parah  klw lg baca berita kedip  klw iklan yg dibawah bergerak  jd sy mw uninstal sj
Pengguna Google,jngn sampe hilang
Pengguna Google,sy cb dl ksh bntang  aj klo bgs sy tmbh bintang nya
Pengguna Google,semenjak iklan video  boros quota iklannya menggangu
Pengguna Google,di hp xiaomi redmi   susah login 
Pengguna Google,goods news
Pengguna Google,terlalu iklan maaf berat hati uninstal  
Pengguna Google,kbnyakan iklan nya
Pengguna Google,yg tr update
Pengguna Google,mantab sayang iklannya bikin keki
Pengguna Google,coba ajah nya yg stiap buka yg muncul iklan melulu
Pengguna Google,makin membaca wawasan
Pengguna Google,iklan lebih banyak dari pada berita update nya 
Pengguna Google,lengkap  semuanya
Pengguna Google,terbaek
Pengguna Google,kenapa ya buka berita nya lelet gini sinyal nya full  tlong ya perbaiki kenyamanan pengguna
Pengguna Google,every day
Pengguna Google,banyak iklan yg menggangu iklan pop up nya    jadi males buka aplikasi
Pengguna Google,smoga update informasi berita terkini disamoaikan 
Pengguna Google,popup nya sungguh menyiksa hati
Pengguna Google,bamyak iklan yg nutup laman berita shg mengganggu
Pengguna Google,tambah wawasan mantap
Pengguna Google,ini berita elektronik youtube    
Pengguna Google,parah  
Pengguna Google,banyak iklanya ga nyaman baca
Pengguna Google,kebanyakan iklan   jd ga konsen   baca   tolong  bikin simple mungkim
Pengguna Google,good review
Pengguna Google,slalu ter update
Pengguna Google,iklan dikurangi yah   
Pengguna Google,popup mngganggu  turun pangkat   star sj
Pengguna Google,tidak login  gagal login
Pengguna Google,fyhvfh
Pengguna Google,jangan iklan  gak bagus aja   
Pengguna Google,hebat beritanya
Pengguna Google,terlalu iklan    
Pengguna Google,belajar pengetahuan
Pengguna Google,kreenn euyy  
Pengguna Google,saya suka berita terbaru  slalu update trus  
Pengguna Google,detikcom ga lemot  kalo lemot namanya  ganti menitcom
Pengguna Google,kesel baca tolong perbaiki
Pengguna Google,trims detik info lokal interlokal terangkum semoga detik pemberi info kami   
Pengguna Google,limayan
Pengguna Google,roedi
Pengguna Google,iklan merusak aja yg rating turun   
Pengguna Google,tp iklan  sangat mengganggu
Pengguna Google,makin sip
Pengguna Google,iklanya ganggu banget    
Pengguna Google,beritanya udate
Pengguna Google,bikin penasaran
Pengguna Google,berat sebelah nih
Pengguna Google,it   ok
Pengguna Google,menyajikan berita yg berimbang 
Pengguna Google,harap berita bola jadwal klasemen dll lengkap mudah    untuk jadwal harap beritahu disiarkan tv lokal   
Pengguna Google,mohon kalo berita yg objektiv kehormatan pembuat berita
Pengguna Google,iklan nya kebanyakan
Pengguna Google,terlalu iklan bikin sy kecewa pemberitaan yg tdk berimbang memojokkan umat islam yg membela aqidah membela alquran
Pengguna Google,berita obyektif beropini   suka deskreditkan umat islam
Pengguna Google,kecewa udh ga apdet info sepak bola klasmen  jadwal pertadingan  skor dll    
Pengguna Google,iklanx parah  tolong perhatikan kenyamanan pembaca
Pengguna Google,enak cari berita terbaru
Pengguna Google,iklanya tolong donk
Pengguna Google,tlng lbh cpt brtanya
Pengguna Google,informasi cepat akurat  news banget  tak condong kanan kiri 
Pengguna Google,ngak nyaman byk iklan
Pengguna Google,tlng iklan nya jngn
Pengguna Google,ko ga bs buka detic yg intim ga bs dibuka  pdhl kn sy udh    th bjn dbwh    th 
Pengguna Google,gak imbang   berita pesenan isinya
Pengguna Google,gak sign in utk nulis kolom komentar   
Pengguna Google,detik beritanya metro  ga fair banget  sama umat islam  jadi ane unistal  klo udah fair ane download lg
Pengguna Google,update sesuai harapan  bagus 
Pengguna Google,udah bagus berita nya jga lengkap
Pengguna Google,aplikasi jelek sempet nyaman make cuman update jadwal bola nya ngawur
Pengguna Google,saya kasih   
Pengguna Google,selain berita politiknya gak berimbang  eh iklan  mo cari yg blum nemu yg pa  
Pengguna Google,pangkat bintang dulu  muatan politik yg berat sebelah bintangnya dihapus
Pengguna Google,pilkada dki nih berita nonjolin anak beye trs yah    uninstal bere 
Pengguna Google,meyakinkan
Pengguna Google,media jokowi
Pengguna Google,berat sebelah yg gak  tambah in beritanya 
Pengguna Google,iklan pop nya mengganggu bangett
Pengguna Google,berita nya ga berimbang 
Pengguna Google,iklan mengganggu banget
Pengguna Google,aplikasi kadang melamban
Pengguna Google,iklannya jgn nutupin berita
Pengguna Google,oke berutanya
Pengguna Google,gua cuekin
Pengguna Google,iklan mengganggu   klo beritanya lbh independent    
Pengguna Google,sudah objective lom ya  
Pengguna Google,   setelah isi komentar  eh   ndak muncul      masih komentar ndak dimunculin  respon
Pengguna Google,top bangett
Pengguna Google,masyarakat byk cerdas dlm mbca berita  jd berusahalh mnyajikan berita yg adil  mendidik 
Pengguna Google,berita memihak tidak berimbang  iklan mengganggu
Pengguna Google,terlalu berita olahraga  dikurangin
Pengguna Google,brita miring sebela ga mutuh  
Pengguna Google, mantap
Pengguna Google,iklanya ga nahan 
Pengguna Google,banyaknya iklan muncul tp paksaan  iklan traveloka dr sekian yg memaksa  brand buruk perbaiki  laporkan keminfo tindak pemerasan paksa  trima kasih
Pengguna Google,  ae yo  mengko tambahi neh 
Pengguna Google,masih mencoba  klau bgus add bintangnya
Pengguna Google,cacad iklan mulu
Pengguna Google,banyak iklan  menutupi berita mengganggu banget
Pengguna Google,sangat diandalkan  informasi terupdate
Pengguna Google,iklan pop up nya mengganggu
Pengguna Google,makin ajang iklan   payah  udah gak bayar pencari berita   
Pengguna Google,berita aksi damai   november berimbang  detikcom banget metrotv  maaf harus copot aplikasi ini 
Pengguna Google,jadi ga ketinggalan berita dimana berada 
Pengguna Google,kolom sepakbola bagus yg lama  finance ok  berita politik  kayaknya indonesia ga pigur lain  dari    an juta manusia  beritanya orang itu  mulu   
Pengguna Google,jangan iklan bos  
Pengguna Google,iklan hapus aja
Pengguna Google,iklannya bikin kesel 
Pengguna Google,iklanx bikin ih   cuma liat berita bola  spodoang
Pengguna Google,karna aplikasi gk ketinggalan berita thank you detikcom
Pengguna Google,sangat bermanfaat   
Pengguna Google,dimohon iklan popupnya dikurangi   tingkatkan service baiknya untk si pembaca pembaca dpt merekom kerabat
Pengguna Google,iklan nya dikurangi masukkan saja  forum menu aplikasi pengguna detik share berisikan berita disekitar pengguna 
Pengguna Google,komentar artikel gk muncul    
Pengguna Google,spam link   bikin kesel
Pengguna Google,iklan hapus dong   
Pengguna Google,kurang up to date beritanya  ketinggalan terus   
Pengguna Google,kayaknya pemilik hp xiaomi hrus sabar yahh  kebanyakan aplikasi update terbaru kagak jalan  xiaomi jdi hrus komplain dlu
